"","Isolate","Accession_number","Collection_time","Country","Nextstrain_clade","Source"
"858","hCoV-19/Mexico/TAB-INMEGEN-43-127/2021","EPI_ISL_7887205",2021.555,"USA","21J(Delta)","GISAID"
"859","hCoV-19/CostaRica/HNN-1360/2021","EPI_ISL_5333192",2021.949,"Mexico","21J(Delta)","GISAID"
"860","hCoV-19/USA/OR-CDC-LC0426732/2021","EPI_ISL_8029297",2021.711,"CostaRica","21J(Delta)","GISAID"
"861","hCoV-19/Senegal/285559/2021","EPI_ISL_8526883",2021.941,"USA","21J(Delta)","GISAID"
"862","hCoV-19/Togo/NMIMR-22-Togo-26/2021","EPI_ISL_12627993",2021.667,"Senegal","21J(Delta)","GISAID"
"863","hCoV-19/Gambia/67416/2021","EPI_ISL_8363784",2021.793,"Togo","21J(Delta)","GISAID"
"864","hCoV-19/Mauritanie/397325/2021","EPI_ISL_11380691",2021.648,"Gambia","21J(Delta)","GISAID"
"865","hCoV-19/Mauritanie/394430/2021","EPI_ISL_12316583",2021.807,"Mauritanie","21J(Delta)","GISAID"
"866","hCoV-19/Canada/NB-CHUDGLD-162763/2021","EPI_ISL_4491762",2021.615,"Mauritanie","21J(Delta)","GISAID"
"867","hCoV-19/Gambia/18384/2021","EPI_ISL_8401730",2021.632,"Canada","21J(Delta)","GISAID"
"868","hCoV-19/Gambia/79934/2021","EPI_ISL_8417951",2021.673,"Gambia","21J(Delta)","GISAID"
"869","hCoV-19/Chile/CO-USACH-00196/2021","EPI_ISL_7507282",2021.763,"Gambia","21J(Delta)","GISAID"
"870","hCoV-19/Gambia/73483/2021","EPI_ISL_8401607",2021.908,"Chile","21J(Delta)","GISAID"
"871","hCoV-19/CaboVerde/Maio-36170/2021","EPI_ISL_8351187",2021.7,"Gambia","21J(Delta)","GISAID"
"872","hCoV-19/CaboVerde/Maio-36169/2021","EPI_ISL_8351188",2021.67,"CaboVerde","21J(Delta)","GISAID"
"873","hCoV-19/CaboVerde/Maio-36161/2021","EPI_ISL_8351138",2021.67,"CaboVerde","21J(Delta)","GISAID"
"874","hCoV-19/CaboVerde/Maio-36162/2021","EPI_ISL_8351140",2021.67,"CaboVerde","21J(Delta)","GISAID"
"875","hCoV-19/Poland/PZH-UMB-4441/2021","EPI_ISL_7367174",2021.67,"CaboVerde","21J(Delta)","GISAID"
"876","hCoV-19/Indonesia/JK-GSILab-668241/2021","EPI_ISL_3730794",2021.9,"Poland","21J(Delta)","GISAID"
"877","hCoV-19/Indonesia/YO-GS-21.36856/2021","EPI_ISL_4969011",2021.615,"Indonesia","21J(Delta)","GISAID"
"878","hCoV-19/Sweden/1467152364/2021","EPI_ISL_3403557",2021.7,"Indonesia","21J(Delta)","GISAID"
"879","hCoV-19/Indonesia/NT-EIJK0831/2021","EPI_ISL_3029956",2021.568,"Sweden","21J(Delta)","GISAID"
"880","hCoV-19/Malaysia/UNIMAS-HBTU104/2021","EPI_ISL_5051761",2021.451,"Indonesia","21J(Delta)","GISAID"
"881","hCoV-19/Australia/QLD2231/2021","EPI_ISL_3614823",2021.678,"Malaysia","21J(Delta)","GISAID"
"882","hCoV-19/Indonesia/JT-GS-21-37391/2021","EPI_ISL_12241067",2021.612,"Australia","21J(Delta)","GISAID"
"883","hCoV-19/PapuaNewGuinea/PNG7113/2021","EPI_ISL_11360649",2021.714,"Indonesia","21J(Delta)","GISAID"
"884","hCoV-19/Australia/QLD1945/2021","EPI_ISL_2661518",2021.916,"PapuaNewGuinea","21J(Delta)","GISAID"
"885","hCoV-19/SouthKorea/KDCA5632/2021","EPI_ISL_2967350",2021.467,"Australia","21J(Delta)","GISAID"
"886","hCoV-19/Singapore/4398/2021","EPI_ISL_3924156",2021.464,"SouthKorea","21J(Delta)","GISAID"
"887","hCoV-19/Singapore/7765/2021","EPI_ISL_6239881",2021.653,"Singapore","21J(Delta)","GISAID"
"888","hCoV-19/Singapore/7137/2021","EPI_ISL_5536407",2021.848,"Singapore","21J(Delta)","GISAID"
"889","hCoV-19/Indonesia/BB-NIHRD-WGS12466/2021","EPI_ISL_6262497",2021.768,"Singapore","21J(Delta)","GISAID"
"890","hCoV-19/Timor-Leste/TL1026/2021","EPI_ISL_4761840",2021.749,"Indonesia","21J(Delta)","GISAID"
"891","hCoV-19/Timor-Leste/TL991/2021","EPI_ISL_4761823",2021.601,"Timor-Leste","21J(Delta)","GISAID"
"892","hCoV-19/Timor-Leste/TL1024/2021","EPI_ISL_4761839",2021.601,"Timor-Leste","21J(Delta)","GISAID"
"893","hCoV-19/Coted-Ivoire/568672-cv019/2021","EPI_ISL_9888099",2021.601,"Timor-Leste","21J(Delta)","GISAID"
"894","hCoV-19/Algeria/48875/2021","EPI_ISL_3161809",2021.834,"Coted-Ivoire","21J(Delta)","GISAID"
"895","hCoV-19/Nigeria/CV3247/2021","EPI_ISL_6002652",2021.47,"Algeria","21J(Delta)","GISAID"
"896","hCoV-19/Mexico/MIC_InDRE_FB40943_S7468/2021","EPI_ISL_4918052",2021.642,"Nigeria","21J(Delta)","GISAID"
"897","hCoV-19/Mexico/HIMFG-5963/2021","EPI_ISL_5653977",2021.689,"Mexico","21J(Delta)","GISAID"
"898","hCoV-19/Mexico/VER-InDRE_FB50507_S9501/2021","EPI_ISL_6810324",2021.552,"Mexico","21J(Delta)","GISAID"
"899","hCoV-19/Mexico/HID-INMEGEN-36-141/2021","EPI_ISL_6507844",2021.818,"Mexico","21J(Delta)","GISAID"
"900","hCoV-19/Mexico/AGU_InDRE_FB51616_S9856/2021","EPI_ISL_7717016",2021.856,"Mexico","21J(Delta)","GISAID"
"901","hCoV-19/Guatemala/ASI4599/2021","EPI_ISL_7732643",2021.859,"Mexico","21J(Delta)","GISAID"
"902","hCoV-19/USA/AZ-CDC-ASC210499029/2021","EPI_ISL_6420419",2021.73,"Guatemala","21J(Delta)","GISAID"
"903","hCoV-19/Mexico/CMX-CEMENAV-SEMAR-5631/2021","EPI_ISL_3007652",2021.821,"USA","21J(Delta)","GISAID"
"904","hCoV-19/Mexico/CMX-INMEGEN-25-238/2021","EPI_ISL_4025005",2021.505,"Mexico","21J(Delta)","GISAID"
"905","hCoV-19/Mexico/HIMFG-8361/2021","EPI_ISL_5655382",2021.637,"Mexico","21J(Delta)","GISAID"
"906","hCoV-19/Mexico/PUE-LABOPAT-80_27103/2021","EPI_ISL_3055555",2021.703,"Mexico","21J(Delta)","GISAID"
"907","hCoV-19/Mexico/COA_LANGEBIO_IMSS_4544/2021","EPI_ISL_8910754",2021.519,"Mexico","21J(Delta)","GISAID"
"908","hCoV-19/Mexico/AGU-LESP-32989-S6/2021","EPI_ISL_7697345",2021.96,"Mexico","21J(Delta)","GISAID"
"909","hCoV-19/Argentina/INEI110645/2021","EPI_ISL_5159278",2021.925,"Mexico","21J(Delta)","GISAID"
"910","hCoV-19/Mexico/TAB-INMEGEN-28-358/2021","EPI_ISL_4512967",2021.684,"Argentina","21J(Delta)","GISAID"
"911","hCoV-19/Mexico/MEX-INMEGEN-21-145/2021","EPI_ISL_3548154",2021.703,"Mexico","21J(Delta)","GISAID"
"912","hCoV-19/USA/IN-CDC-STM-000073703/2021","EPI_ISL_2440474",2021.599,"Mexico","21J(Delta)","GISAID"
"913","hCoV-19/USA/IN-CDC-ASC210445577/2021","EPI_ISL_6544785",2021.358,"USA","21J(Delta)","GISAID"
"914","hCoV-19/Australia/SA0856/2021","EPI_ISL_3391989",2021.823,"USA","21J(Delta)","GISAID"
"915","hCoV-19/Australia/ACT1618/2021","EPI_ISL_5942151",2021.549,"Australia","21J(Delta)","GISAID"
"916","hCoV-19/Australia/NSW-ICPMR-1289/2021","EPI_ISL_3187192",2021.804,"Australia","21J(Delta)","GISAID"
"917","hCoV-19/Australia/VIC25763/2021","EPI_ISL_5724438",2021.571,"Australia","21J(Delta)","GISAID"
"918","hCoV-19/Australia/NT-RDH-47/2021","EPI_ISL_7162003",2021.76,"Australia","21J(Delta)","GISAID"
"919","hCoV-19/Australia/NSW-ICPMR-5295/2021","EPI_ISL_3833908",2021.892,"Australia","21J(Delta)","GISAID"
"920","hCoV-19/Australia/ACT0180/2021","EPI_ISL_4107928",2021.637,"Australia","21J(Delta)","GISAID"
"921","hCoV-19/NewZealand/21MV1422/2021","EPI_ISL_4005371",2021.632,"Australia","21J(Delta)","GISAID"
"922","hCoV-19/NewZealand/21CV1489/2021","EPI_ISL_5909796",2021.662,"NewZealand","21J(Delta)","GISAID"
"923","hCoV-19/NewZealand/21MV1982/2021","EPI_ISL_5348029",2021.818,"NewZealand","21J(Delta)","GISAID"
"924","hCoV-19/NewZealand/21CV0242/2021","EPI_ISL_3664455",2021.768,"NewZealand","21J(Delta)","GISAID"
"925","hCoV-19/NewZealand/21CH0112/2021","EPI_ISL_3709164",2021.632,"NewZealand","21J(Delta)","GISAID"
"926","hCoV-19/NewZealand/21CV3837/2021","EPI_ISL_8188988",2021.634,"NewZealand","21J(Delta)","GISAID"
"927","hCoV-19/NewZealand/21CV2728/2021","EPI_ISL_6828030",2021.96,"NewZealand","21J(Delta)","GISAID"
"928","hCoV-19/NewZealand/21MV3439/2021","EPI_ISL_7706650",2021.867,"NewZealand","21J(Delta)","GISAID"
"929","hCoV-19/NewZealand/21MV3139/2021","EPI_ISL_6827871",2021.922,"NewZealand","21J(Delta)","GISAID"
"930","hCoV-19/NewZealand/21MV3358/2021","EPI_ISL_7984869",2021.867,"NewZealand","21J(Delta)","GISAID"
"931","hCoV-19/NewZealand/22CH0553/2021","EPI_ISL_9210523",2021.905,"NewZealand","21J(Delta)","GISAID"
"932","hCoV-19/NewZealand/21CV2845/2021","EPI_ISL_6828296",2021.988,"NewZealand","21J(Delta)","GISAID"
"933","hCoV-19/NewZealand/22CV0056/2021","EPI_ISL_8648725",2021.873,"NewZealand","21J(Delta)","GISAID"
"934","hCoV-19/NewZealand/21KV0756/2021","EPI_ISL_7378082",2021.993,"NewZealand","21J(Delta)","GISAID"
"935","hCoV-19/NewZealand/21MV3301/2021","EPI_ISL_7985236",2021.903,"NewZealand","21J(Delta)","GISAID"
"936","hCoV-19/USA/WY-WYPHL-21041519/2021","EPI_ISL_2712952",2021.884,"NewZealand","21J(Delta)","GISAID"
"937","hCoV-19/USA/ME-HETL-J5079/2021","EPI_ISL_4084068",2021.448,"USA","21J(Delta)","GISAID"
"938","hCoV-19/USA/RI-CDC-LC0218364/2021","EPI_ISL_4239422",2021.574,"USA","21J(Delta)","GISAID"
"939","hCoV-19/USA/FL-CDC-STM-000727770/2021","EPI_ISL_6338785",2021.642,"USA","21J(Delta)","GISAID"
"940","hCoV-19/USA/PA-CDC-LC0350653/2021","EPI_ISL_6079537",2021.667,"USA","21J(Delta)","GISAID"
"941","hCoV-19/USA/LA-CDC-ASC210247842/2021","EPI_ISL_3814493",2021.796,"USA","21J(Delta)","GISAID"
"942","hCoV-19/USA/CT-Yale-11530/2021","EPI_ISL_15573681",2021.566,"USA","21J(Delta)","GISAID"
"943","hCoV-19/SouthKorea/KDCA10291/2021","EPI_ISL_3869915",2021.755,"USA","21J(Delta)","GISAID"
"944","hCoV-19/USA/LA-BIE-LSUH001410/2021","EPI_ISL_3088949",2021.632,"SouthKorea","21J(Delta)","GISAID"
"945","hCoV-19/Argentina/INEI114761/2021","EPI_ISL_9189516",2021.538,"USA","21J(Delta)","GISAID"
"946","hCoV-19/USA/NH-CDC-QDX30215556/2021","EPI_ISL_5963086",2021.936,"Argentina","21J(Delta)","GISAID"
"947","hCoV-19/Aruba/AW-RIVM-65059/2021","EPI_ISL_5429798",2021.796,"USA","21J(Delta)","GISAID"
"948","hCoV-19/Aruba/AW-RIVM-50430/2021","EPI_ISL_3731811",2021.355,"Aruba","21J(Delta)","GISAID"
"949","hCoV-19/CostaRica/INC-2247-722412/2021","EPI_ISL_8649179",2021.571,"Aruba","21J(Delta)","GISAID"
"950","hCoV-19/USA/TN-VUMC-O-0413/2021","EPI_ISL_9410879",2021.93,"CostaRica","21J(Delta)","GISAID"
"951","hCoV-19/Canada/NB-CHUDGLD-0412-MM00690R/2021","EPI_ISL_7732365",2021.922,"USA","21J(Delta)","GISAID"
"952","hCoV-19/USA/FL-BPHL-15947/2021","EPI_ISL_6858827",2021.925,"Canada","21J(Delta)","GISAID"
"953","hCoV-19/Colombia/ICE-SCOV-538/2021","EPI_ISL_8217379",2021.623,"USA","21J(Delta)","GISAID"
"954","hCoV-19/Peru/LIM-INS-7445/2021","EPI_ISL_5595807",2021.799,"Colombia","21J(Delta)","GISAID"
"955","hCoV-19/Chile/LL-UACH-00616/2021","EPI_ISL_6250468",2021.733,"Peru","21J(Delta)","GISAID"
"956","hCoV-19/Bolivia/SAN-UPCH-3348/2021","EPI_ISL_13845429",2021.818,"Chile","21J(Delta)","GISAID"
"957","hCoV-19/TrinidadandTobago/112489/2021","EPI_ISL_8939833",2021.996,"Bolivia","21J(Delta)","GISAID"
"958","hCoV-19/TrinidadandTobago/89823/2021","EPI_ISL_6932204",2021.958,"TrinidadandTobago","21J(Delta)","GISAID"
"959","hCoV-19/TrinidadandTobago/75440/2021","EPI_ISL_8939779",2021.807,"TrinidadandTobago","21J(Delta)","GISAID"
"960","hCoV-19/Qatar/QA.QU.20.7.B9/2021","EPI_ISL_5852604",2021.689,"TrinidadandTobago","21J(Delta)","GISAID"
"961","hCoV-19/Syria/Northwest-0010/2021","EPI_ISL_7964034",2021.673,"Qatar","21J(Delta)","GISAID"
"962","hCoV-19/Qatar/QA.QU_18.19.C1/2021","EPI_ISL_2843263",2021.916,"Syria","21J(Delta)","GISAID"
"963","hCoV-19/UnitedArabEmirates/BTC-9612/2021","EPI_ISL_16800754",2021.432,"Qatar","21J(Delta)","GISAID"
"964","hCoV-19/Austria/CeMM12660/2021","EPI_ISL_3039886",2021.881,"UnitedArabEmirates","21J(Delta)","GISAID"
"965","hCoV-19/Paraguay/275256/2021","EPI_ISL_9452506",2021.489,"Austria","21J(Delta)","GISAID"
"966","hCoV-19/Brazil/BA-FIOCRUZ-PVM85819/2021","EPI_ISL_6907193",2021.818,"Paraguay","21J(Delta)","GISAID"
"967","hCoV-19/Brazil/SP-IB_RP134016/2021","EPI_ISL_7328377",2021.667,"Brazil","21J(Delta)","GISAID"
"968","hCoV-19/Brazil/RJ-NVBS5590GENOV700931980586/2021","EPI_ISL_6984759",2021.84,"Brazil","21J(Delta)","GISAID"
"969","hCoV-19/India/TG-CCMB-CIA3135/2021","EPI_ISL_2661183",2021.612,"Brazil","21J(Delta)","GISAID"
"970","hCoV-19/Paraguay/385078/2022","EPI_ISL_13169615",2021.371,"India","21J(Delta)","GISAID"
"971","hCoV-19/Paraguay/281459/2021","EPI_ISL_9452498",2022.045,"Paraguay","21J(Delta)","GISAID"
"972","hCoV-19/Panama/GMI-PAM83006/2021","EPI_ISL_11696229",2021.837,"Paraguay","21J(Delta)","GISAID"
"973","hCoV-19/Mexico/DUR_LANGEBIO_IMSS_3187/2021","EPI_ISL_6775708",2021.716,"Panama","21J(Delta)","GISAID"
"974","hCoV-19/Mexico/OAX-INMEGEN-30-1/2021","EPI_ISL_5031082",2021.826,"Mexico","21J(Delta)","GISAID"
"975","hCoV-19/Mexico/TAB-INMEGEN-38-127/2021","EPI_ISL_6960737",2021.741,"Mexico","21J(Delta)","GISAID"
"976","hCoV-19/USA/NM-CDC-IBX091049096435/2021","EPI_ISL_7422452",2021.873,"Mexico","21J(Delta)","GISAID"
"977","hCoV-19/USA/GA-CDC-LC0331003/2021","EPI_ISL_5875353",2021.875,"USA","21J(Delta)","GISAID"
"978","hCoV-19/Ecuador/USFQ-2458/2021","EPI_ISL_8183498",2021.777,"USA","21J(Delta)","GISAID"
"979","hCoV-19/ElSalvador/INC-LNSP-071/2021","EPI_ISL_8106930",2021.968,"Ecuador","21J(Delta)","GISAID"
"980","hCoV-19/FrenchPolynesia/IPP44390/2021","EPI_ISL_7589580",2021.845,"ElSalvador","21J(Delta)","GISAID"
"981","hCoV-19/ElSalvador/INC-LNSP-099/2021","EPI_ISL_8106942",2021.881,"FrenchPolynesia","21J(Delta)","GISAID"
"982","hCoV-19/Guatemala/INC-LNS-051/2021","EPI_ISL_7449182",2021.905,"ElSalvador","21J(Delta)","GISAID"
"983","hCoV-19/Guatemala/INC-LNS-006/2021","EPI_ISL_5169090",2021.774,"Guatemala","21J(Delta)","GISAID"
"984","hCoV-19/Guatemala/ASI4489/2021","EPI_ISL_7732537",2021.67,"Guatemala","21J(Delta)","GISAID"
"985","hCoV-19/Guatemala/ASI4580/2021","EPI_ISL_7732618",2021.697,"Guatemala","21J(Delta)","GISAID"
"986","hCoV-19/Guatemala/INC-LNS-101/2021","EPI_ISL_7449530",2021.736,"Guatemala","21J(Delta)","GISAID"
"987","hCoV-19/Slovenia/21-10961/2021","EPI_ISL_11880640",2021.845,"Guatemala","21J(Delta)","GISAID"
"988","hCoV-19/DominicanRepublic/1440857/2021","EPI_ISL_9413646",2021.684,"Slovenia","21J(Delta)","GISAID"
"989","hCoV-19/Portugal/PT24053/2021","EPI_ISL_8206639",2021.275,"DominicanRepublic","21J(Delta)","GISAID"
"990","hCoV-19/Poland/PZH-GUM-2991/2021","EPI_ISL_6774220",2021.966,"Portugal","21J(Delta)","GISAID"
"991","hCoV-19/Albania/244365/2021","EPI_ISL_16854864",2021.859,"Poland","21J(Delta)","GISAID"
"992","hCoV-19/Armenia/IMB8-8/2021","EPI_ISL_3543644",2021.895,"Albania","21J(Delta)","GISAID"
"993","hCoV-19/Germany/BW-RKI-I-322675/2021","EPI_ISL_6461807",2021.593,"Armenia","21J(Delta)","GISAID"
"994","hCoV-19/Montenegro/CO-00421_MNE000_2668592102/2021","EPI_ISL_4513795",2021.807,"Germany","21J(Delta)","GISAID"
"995","hCoV-19/Italy/LAZ-INMI-2541/2021","EPI_ISL_5879664",2021.607,"Montenegro","21J(Delta)","GISAID"
"996","hCoV-19/Romania/DJ89633/2021","EPI_ISL_5890978",2021.785,"Italy","21J(Delta)","GISAID"
"997","hCoV-19/France/IDF-HCL021157120301/2021","EPI_ISL_4324407",2021.727,"Romania","21J(Delta)","GISAID"
"998","hCoV-19/Uruguay/DLSP_p2317/2021","EPI_ISL_12532659",2021.634,"France","21J(Delta)","GISAID"
"999","hCoV-19/Norway/31438/2021","EPI_ISL_7954268",2021.853,"Uruguay","21J(Delta)","GISAID"
"1000","hCoV-19/Germany/NW-RKI-I-214310/2021","EPI_ISL_3890254",2021.927,"Norway","21J(Delta)","GISAID"
"1001","hCoV-19/Croatia/9090/2021","EPI_ISL_5010661",2021.648,"Germany","21J(Delta)","GISAID"
"1002","hCoV-19/Greece/V4557/2021","EPI_ISL_6508278",2021.634,"Croatia","21J(Delta)","GISAID"
"1003","hCoV-19/Sweden/20879229P/2021","EPI_ISL_6178320",2021.832,"Greece","21J(Delta)","GISAID"
"1004","hCoV-19/Switzerland/BL-UHB-43191529/2021","EPI_ISL_7367091",2021.785,"Sweden","21J(Delta)","GISAID"
"1005","hCoV-19/Chile/RM-194698/2021","EPI_ISL_8188007",2021.911,"Switzerland","21J(Delta)","GISAID"
"1006","hCoV-19/Greece/312008/2021","EPI_ISL_7637887",2021.955,"Chile","21J(Delta)","GISAID"
"1007","hCoV-19/Austria/CeMM19178/2021","EPI_ISL_6332519",2021.895,"Greece","21J(Delta)","GISAID"
"1008","hCoV-19/Germany/BW-RKI-I-362739/2021","EPI_ISL_7437848",2021.793,"Austria","21J(Delta)","GISAID"
"1009","hCoV-19/Argentina/INEI112237/2021","EPI_ISL_7751671",2021.911,"Germany","21J(Delta)","GISAID"
"1010","hCoV-19/EquatorialGuinea/61992/2021","EPI_ISL_4601591",2021.796,"Argentina","21J(Delta)","GISAID"
"1011","hCoV-19/Uruguay/DLSP_6041/2021","EPI_ISL_11883586",2021.568,"EquatorialGuinea","21J(Delta)","GISAID"
"1012","hCoV-19/Uruguay/DLSP_5827/2021","EPI_ISL_11883582",2021.785,"Uruguay","21J(Delta)","GISAID"
"1013","hCoV-19/BosniaandHerzegovina/VFS-UNSA-LMGFI581/2021","EPI_ISL_7380156",2021.725,"Uruguay","21J(Delta)","GISAID"
"1014","hCoV-19/France/ARA-HCL021197070701/2021","EPI_ISL_6291015",2021.845,"BosniaandHerzegovina","21J(Delta)","GISAID"
"1015","hCoV-19/Suriname/SR-748/2021","EPI_ISL_7730711",2021.837,"France","21J(Delta)","GISAID"
"1016","hCoV-19/Suriname/SR-911/2021","EPI_ISL_8572438",2021.758,"Suriname","21J(Delta)","GISAID"
"1017","hCoV-19/Suriname/SR-692/2021","EPI_ISL_5656487",2021.993,"Suriname","21J(Delta)","GISAID"
"1018","hCoV-19/Suriname/SR-842/2021","EPI_ISL_7957554",2021.716,"Suriname","21J(Delta)","GISAID"
"1019","hCoV-19/Latvia/3806784/2021","EPI_ISL_9699455",2021.895,"Suriname","21J(Delta)","GISAID"
"1020","hCoV-19/Cyprus/BMV1394/2021","EPI_ISL_16368579",2021.993,"Latvia","21J(Delta)","GISAID"
"1021","hCoV-19/Mozambique/COV-2259-A1907/2021","EPI_ISL_5822640",2021.418,"Cyprus","21J(Delta)","GISAID"
"1022","hCoV-19/Mozambique/CERI-KRISP-K027990/2021","EPI_ISL_7417073",2021.478,"Mozambique","21J(Delta)","GISAID"
"1023","hCoV-19/Israel/SMC-7024124/2021","EPI_ISL_7615618",2021.7,"Mozambique","21J(Delta)","GISAID"
"1024","hCoV-19/Venezuela/Car67/2021","EPI_ISL_10239628",2021.9,"Israel","21J(Delta)","GISAID"
"1025","hCoV-19/Belarus/HR-CRIE-7724094794/2021","EPI_ISL_10314891",2021.862,"Venezuela","21J(Delta)","GISAID"
"1026","hCoV-19/Belarus/VI-CRIE-7724096736/2021","EPI_ISL_10314920",2021.916,"Belarus","21J(Delta)","GISAID"
"1027","hCoV-19/Seychelles/SS4862/2021","EPI_ISL_8424545",2021.958,"Belarus","21J(Delta)","GISAID"
"1028","hCoV-19/Seychelles/SS4729/2021","EPI_ISL_8424585",2021.911,"Seychelles","21J(Delta)","GISAID"
"1029","hCoV-19/Seychelles/SS3592/2021","EPI_ISL_5943132",2021.875,"Seychelles","21J(Delta)","GISAID"
"1030","hCoV-19/Seychelles/SS2695/2021","EPI_ISL_4880766",2021.716,"Seychelles","21J(Delta)","GISAID"
"1031","hCoV-19/Slovenia/08-150288-MB/2021","EPI_ISL_3829209",2021.648,"Seychelles","21J(Delta)","GISAID"
"1032","hCoV-19/Kosovo/CO-00634-XXK000_9801/2021","EPI_ISL_9237978",2021.612,"Slovenia","21J(Delta)","GISAID"
"1033","hCoV-19/Tunisia/S-0820/2021","EPI_ISL_11881919",2021.99,"Kosovo","21J(Delta)","GISAID"
"1034","hCoV-19/Tunisia/S-1479/2021","EPI_ISL_11334043",2021.497,"Tunisia","21J(Delta)","GISAID"
"1035","hCoV-19/Tunisia/F-1091/2021","EPI_ISL_8298418",2021.856,"Tunisia","21J(Delta)","GISAID"
"1036","hCoV-19/Tunisia/152103/2022","EPI_ISL_15022557",2021.612,"Tunisia","21J(Delta)","GISAID"
"1037","hCoV-19/Madagascar/LA2M-165256/2021","EPI_ISL_13729348",2022.218,"Tunisia","21J(Delta)","GISAID"
"1038","hCoV-19/Madagascar/LA2M-177385/2021","EPI_ISL_13729356",2021.947,"Madagascar","21J(Delta)","GISAID"
"1039","hCoV-19/Madagascar/IPM-09992/2021","EPI_ISL_13729393",2021.979,"Madagascar","21J(Delta)","GISAID"
"1040","hCoV-19/Madagascar/LA2M-165254/2021","EPI_ISL_13729331",2021.9,"Madagascar","21J(Delta)","GISAID"
"1041","hCoV-19/Madagascar/LA2M-180234/2021","EPI_ISL_13729374",2021.947,"Madagascar","21J(Delta)","GISAID"
"1042","hCoV-19/Belarus/VI-RRPCEM-VIS_10011/2021","EPI_ISL_11063109",2021.985,"Madagascar","21J(Delta)","GISAID"
"1043","hCoV-19/Moldova/A0063_2021_09_01/2021","EPI_ISL_7777599",2021.832,"Belarus","21J(Delta)","GISAID"
"1044","hCoV-19/BosniaandHerzegovina/165128/2021","EPI_ISL_4239909",2021.67,"Moldova","21J(Delta)","GISAID"
"1045","hCoV-19/Cyprus/CING_45_1611_Ni/2021","EPI_ISL_13773538",2021.579,"BosniaandHerzegovina","21J(Delta)","GISAID"
"1046","hCoV-19/Cyprus/BMV2029/2021","EPI_ISL_16372876",2021.875,"Cyprus","21J(Delta)","GISAID"
"1047","hCoV-19/UnitedArabEmirates/BTC-9045/2021","EPI_ISL_16800290",2021.681,"Cyprus","21J(Delta)","GISAID"
"1048","hCoV-19/Russia/CHU-CRIE-L219B0032/2021","EPI_ISL_3989074",2021.785,"UnitedArabEmirates","21J(Delta)","GISAID"
"1049","hCoV-19/Austria/CeMM14087/2021","EPI_ISL_3546461",2021.527,"Russia","21J(Delta)","GISAID"
"1050","hCoV-19/BosniaandHerzegovina/165930/2021","EPI_ISL_4239943",2021.563,"Austria","21J(Delta)","GISAID"
"1051","hCoV-19/Montenegro/CO-00421_MNE000_2922062102/2021","EPI_ISL_5104570",2021.596,"BosniaandHerzegovina","21J(Delta)","GISAID"
"1052","hCoV-19/Cyprus/BMV1483/2021","EPI_ISL_16372591",2021.678,"Montenegro","21J(Delta)","GISAID"
"1053","hCoV-19/Slovenia/5C-055043-KP/2021","EPI_ISL_9717891",2021.492,"Cyprus","21J(Delta)","GISAID"
"1054","hCoV-19/Moldova/A0093_2021_10_22/2021","EPI_ISL_7678184",2021.864,"Slovenia","21J(Delta)","GISAID"
"1055","hCoV-19/Israel/SMC-7003934/2021","EPI_ISL_2834462",2021.807,"Moldova","21J(Delta)","GISAID"
"1056","hCoV-19/PDL/IPP37485/2021","EPI_ISL_7218140",2021.47,"Israel","21J(Delta)","GISAID"
"1057","hCoV-19/Ecuador/USFQ-2218/2021","EPI_ISL_6367745",2021.823,"PDL","21J(Delta)","GISAID"
"1058","hCoV-19/Ecuador/NIC-INSPI-101147/2021","EPI_ISL_6526199",2021.807,"Ecuador","21J(Delta)","GISAID"
"1059","hCoV-19/Uzbekistan/Tashkent-CGB-37/2021","EPI_ISL_3668628",2021.853,"Ecuador","21J(Delta)","GISAID"
"1060","hCoV-19/Belarus/MI-CRIE-L219C0047u_5735/2021","EPI_ISL_9354782",2021.558,"Uzbekistan","21J(Delta)","GISAID"
"1061","hCoV-19/Latvia/3339/2021","EPI_ISL_8174790",2021.667,"Belarus","21J(Delta)","GISAID"
"1062","hCoV-19/Serbia/Belgrade-3458610907/2021","EPI_ISL_4468864",2021.607,"Latvia","21J(Delta)","GISAID"
"1063","hCoV-19/Moldova/A0047_2021_10_22/2021","EPI_ISL_7677990",2021.519,"Serbia","21J(Delta)","GISAID"
"1064","hCoV-19/Crimea/43-CRIE-L106S1199u_4018/2021","EPI_ISL_11359717",2021.807,"Moldova","21J(Delta)","GISAID"
"1065","hCoV-19/Estonia/RC0025170/2021","EPI_ISL_3506129",2021.9,"Crimea","21J(Delta)","GISAID"
"1066","hCoV-19/Azerbaijan/un-ChVir28823/2021","EPI_ISL_15714255",2021.508,"Estonia","21J(Delta)","GISAID"
"1067","hCoV-19/Azerbaijan/un-ChVir28821/2021","EPI_ISL_15714254",2021.604,"Azerbaijan","21J(Delta)","GISAID"
"1068","hCoV-19/Venezuela/Lar82/2021","EPI_ISL_8806397",2021.623,"Azerbaijan","21J(Delta)","GISAID"
"1069","hCoV-19/Estonia/RC0281812/2021","EPI_ISL_9462878",2021.804,"Venezuela","21J(Delta)","GISAID"
"1070","hCoV-19/BosniaandHerzegovina/VFS-UNSA-LMGFI103/2021","EPI_ISL_5257996",2021.985,"Estonia","21J(Delta)","GISAID"
